p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Ranbp3	0.54412801529183	0.0214179013139568	0.218	0.202	1
Slc12a6	0.544467231064138	-0.0582357618535366	0.15	0.156	1
Coq10a	0.544612115262709	-0.00526082404789985	0.122	0.11	1
Mbd1	0.545077227983878	-0.0562795328896722	0.181	0.188	1
Eif4enif1	0.545912585239449	-0.0377594896660673	0.188	0.172	1
Ilf3	0.545975727901216	0.0055662625146003	0.183	0.169	1
Tmub2	0.546162628210587	-0.0323137877117092	0.141	0.148	1
Phf21a	0.546760999376174	0.0327328696178868	0.194	0.181	1
Pfdn1	0.546812550671951	-0.00090487540648998	0.473	0.434	1
Mff	0.547244690752295	-0.00415221246304287	0.385	0.35	1
Ppcs	0.54730966622059	-0.00693343232557109	0.123	0.112	1
Ap1m1	0.547904929407357	0.0182652617804885	0.204	0.188	1
Cdk1	0.548139795439634	-0.0257344642341168	0.14	0.129	1
Cpne1	0.548359660149889	-0.0627342399149835	0.223	0.23	1
Sp4	0.548412705633487	-0.0451263234746034	0.205	0.211	1
Socs2	0.548432673823359	-0.0438336575405075	0.118	0.107	1
Acot13	0.549418180809821	-0.0861918856058735	0.2	0.205	1
Ubr7	0.549500755894842	-0.0380688599590082	0.139	0.126	1
Rbl2	0.5496689526295	-0.0778086234726731	0.29	0.289	1
Ranbp9	0.550089986720074	-0.0682257625053047	0.221	0.224	1
Zc3h7a	0.550362004217568	0.0120044057927267	0.373	0.344	1
Tnfsf8	0.550562059001842	0.176830113124585	0.178	0.189	1
Emp1	0.55059069297577	0.0432251527065619	0.153	0.142	1
Jmjd1c	0.551258331788061	-0.00130232138561959	0.51	0.517	1
Trmt11	0.551358663339958	0.00493814126324787	0.101	0.091	1
Fra10ac1	0.55157477333261	-0.0182447208057097	0.106	0.095	1
Nsd3	0.551660657073619	0.060916721526759	0.848	0.845	1
Capn1	0.551851200206373	-0.000383186436194394	0.254	0.235	1
Crcp	0.55226140592444	-0.0644669634988617	0.188	0.192	1
Wipf2	0.552487310835883	-0.027409358785802	0.168	0.155	1
Zadh2	0.552606023062148	-0.0258852370007473	0.103	0.093	1
Rnaset2b	0.552813613883597	-0.00704949025399348	0.157	0.144	1
Bap1	0.552985217398059	-0.012789773966905	0.106	0.096	1
Cbwd1	0.553168071700661	-0.0175151032584544	0.1	0.107	1
Relch	0.554076097427801	-0.0263477917191063	0.303	0.281	1
Khdc4	0.554114833630736	0.014422408962726	0.326	0.306	1
Dda1	0.554366458351293	-0.0255654089711095	0.431	0.401	1
Lamtor4	0.554518469972585	-0.0198567618242738	0.48	0.481	1
Zfp746	0.554576287560142	-0.0317057422065908	0.24	0.219	1
Mbtd1	0.555174475309558	-0.0319262088852594	0.19	0.174	1
Mpnd	0.555178998911861	0.0167782708236046	0.223	0.208	1
Vps13a	0.555229502921155	-0.04041808415028	0.277	0.281	1
Cir1	0.555498260355762	-0.0599345727800465	0.35	0.319	1
Pnkd	0.555870065775003	-0.0632161323846687	0.259	0.263	1
Thumpd3	0.555902339056683	-0.0387702233428219	0.16	0.145	1
Trabd	0.556295579466146	-0.084075013865342	0.283	0.287	1
Adprm	0.556451364061972	-0.0608097026480977	0.188	0.192	1
Ythdf1	0.556532490225644	-0.0950020496398835	0.267	0.265	1
X1110059E24Rik	0.556646842239851	-0.00692922000051729	0.115	0.104	1
Ntpcr	0.557155157006906	-0.0683121940966047	0.096	0.101	1
X3110040N11Rik	0.557708412467987	-0.0179945863454083	0.133	0.121	1
Kansl2	0.557764918145536	0.00356013368008662	0.129	0.118	1
Mef2d	0.557950495713191	-0.0118328101965279	0.474	0.465	1
Ppp2r3c	0.558074199399352	-0.0899468839027099	0.185	0.186	1
Selenow	0.558263905515717	0.0235999658849444	0.894	0.882	1
Prorsd1	0.558478054999189	-0.108961096662979	0.21	0.213	1
Tmem9b	0.558555804690385	-0.0577925075952372	0.342	0.341	1
Crot	0.558579382992688	-0.125600627283399	0.274	0.273	1
Asb13	0.558920607104353	-0.0969309578138386	0.191	0.194	1
Cyb5b	0.559017524745657	0.00244903542987795	0.308	0.287	1
Spc25	0.560002381039884	-0.0352152238481543	0.112	0.101	1
Cars	0.560182147576172	0.0160956372188374	0.134	0.145	1
Acin1	0.560672614136718	-0.0512744465018631	0.633	0.621	1
Mrpl27	0.562699154720909	-0.0837904491175442	0.257	0.254	1
Baz2b	0.562886207312771	0.0299155511993481	0.154	0.144	1
Rybp	0.562889563635553	0.0724403955335656	0.245	0.233	1
Smurf2	0.563985223708659	-0.0103845990254412	0.168	0.155	1
Rnpepl1	0.565294116791495	-0.0804513225242603	0.127	0.132	1
Snapc3	0.56550720264737	-0.0261511145332996	0.11	0.099	1
Ctla2a	0.565611313256928	-0.0665191708535389	0.809	0.819	1
Mosmo	0.565627270809513	-0.0940662579530138	0.143	0.148	1
X4930503L19Rik	0.565825325159387	-0.0847442246375242	0.123	0.128	1
Lyrm2	0.565884374362803	-0.0441026051885268	0.147	0.153	1
Fbxo6	0.56595713505511	-0.0482434394049751	0.132	0.139	1
Frat2	0.566137542571882	0.020254234243299	0.155	0.167	1
Snhg6	0.568646216642999	-0.0378699787233536	0.274	0.279	1
Ppp6r3	0.568771086524402	-0.0558708504166886	0.305	0.304	1
X2310033P09Rik	0.568952635914256	-0.0391172852055922	0.223	0.202	1
Pex11b	0.568964092554553	-0.0783972837254189	0.097	0.101	1
Inpp1	0.569786395384642	-0.0337063117047658	0.295	0.295	1
Usp48	0.57009016606673	0.0142663592766995	0.24	0.224	1
Zw10	0.57009117328537	0.00162166134541034	0.104	0.095	1
X2310009A05Rik	0.570631836002051	-0.102840462276492	0.17	0.174	1
Wbp1	0.570680653865999	-0.0671816156528858	0.146	0.151	1
Xrcc4	0.57192083790038	-0.00568369222497372	0.148	0.136	1
Spata5	0.57298571472663	0.00987060541282786	0.145	0.153	1
Kat5	0.57359228021413	-0.0279655131803176	0.126	0.115	1
Kif13b	0.574275552798069	0.00966959971962167	0.201	0.186	1
Gsk3b	0.574512467382738	-0.0103508285445166	0.499	0.461	1
Cdca3	0.574656737648581	-0.0552885124678721	0.134	0.123	1
Hmgcl	0.574920266027754	-0.0246052622659259	0.142	0.148	1
Plaur	0.574931186226825	-0.0602501154940182	0.199	0.18	1
Paf1	0.575067707369441	-0.00244195245736401	0.29	0.268	1
Cdc27	0.575258472884303	-0.018633944942777	0.126	0.115	1
Mov10	0.575400161503412	-0.0720896612104171	0.154	0.159	1
Ppm1m	0.575786547171717	0.0316553686985793	0.131	0.121	1
Kansl1	0.575855991409973	-0.0492013521939687	0.53	0.528	1
Zfp507	0.576310569871834	-0.0336975942720545	0.116	0.123	1
March5	0.576606945235343	-0.0430471005223163	0.519	0.476	1
Rbm5	0.576718264891583	-0.0798408076021722	0.544	0.532	1
Tasor	0.576838641611916	0.0526774100317813	0.223	0.208	1
Snrnp27	0.577039505002561	-0.0335877257043278	0.339	0.312	1
Nsd2	0.57792694800656	-0.0549993047213923	0.289	0.295	1
Rbfa	0.579637439513999	-0.0444266497612053	0.199	0.18	1
Msl1	0.580017120806634	-0.0303941817222647	0.208	0.191	1
Glmp	0.580384707534827	0.0172701474647318	0.387	0.361	1
Chd8	0.580462348071083	-0.0551691298629745	0.285	0.259	1
Prkcd	0.580693708155124	-0.0634897190462791	0.211	0.218	1
Dera	0.581264832315713	0.042577788611025	0.214	0.202	1
Dpysl2	0.581422360770166	-0.0156534228787492	0.323	0.3	1
Hsp90ab1	0.582086690066926	-0.115734525910515	0.991	0.987	1
Rnf139	0.582185326019644	-0.0313440721351779	0.211	0.192	1
Thap11	0.58248056761619	-0.00110136504309888	0.125	0.115	1
Mpp1	0.582699067102298	0.0024970766300913	0.136	0.125	1
Cep120	0.583532087740968	-0.0099305513836403	0.176	0.161	1
Epc1	0.583532745568589	-0.0197019450176046	0.375	0.372	1
Arhgef6	0.584414254883412	-0.00997847769975524	0.337	0.306	1
Slc50a1	0.584732818636307	-0.0396548057112911	0.457	0.423	1
Tmem64	0.584789053478128	-0.219996524208007	0.197	0.199	1
Cxxc1	0.584926408497627	-0.0339393179397427	0.214	0.219	1
Nit1	0.584942086231845	-0.028786671429939	0.14	0.129	1
Crebbp	0.585780749201824	0.00766318014181233	0.419	0.391	1
Lgals8	0.585822345577084	-0.0880401762401126	0.205	0.208	1
Zbtb11	0.586118433502597	-0.0151558032651995	0.231	0.235	1
Ints10	0.586206831708835	0.0211957558829294	0.104	0.096	1
Tpx2	0.586365400352109	-0.047646342431515	0.12	0.109	1
Ndufa12	0.586671593318497	0.0219206441334934	0.568	0.549	1
Brd9	0.586898798803743	0.00435586777161123	0.237	0.221	1
Ppdpf	0.586947396158109	-0.00537422440768553	0.421	0.394	1
Impact	0.587305150430728	-0.0645099555960297	0.173	0.178	1
Usp22	0.587463193159035	-0.0733330855251523	0.137	0.142	1
Sesn3	0.587659774579886	0.0242208280530014	0.443	0.421	1
Rbck1	0.587902127582695	-0.00967078576766378	0.402	0.368	1
Slc28a2	0.588048235249212	0.0144704498220296	0.138	0.128	1
Il1r2	0.588142564052795	-0.0457689552420967	0.125	0.117	1
Kdm5c	0.588396386649068	0.00687982036803098	0.171	0.159	1
Ccar1	0.588717564216038	0.0718287923299683	0.424	0.413	1
Gbp3	0.58920732577551	-0.00709174817173674	0.267	0.274	1
Tank	0.589333028024833	0.0372391381267384	0.354	0.333	1
Slc25a20	0.589619586344682	-0.034220665495202	0.204	0.208	1
X9330175E14Rik	0.590043927332309	-0.0522768167605435	0.155	0.161	1
Anapc4	0.590652773088621	-0.0189034263204984	0.123	0.112	1
Rdh11	0.590763609385084	-0.0579305816155204	0.102	0.107	1
Fam89b	0.590834750460204	-0.0178493725661822	0.267	0.244	1
Ppp1r10	0.591126323857628	-0.0794745774087091	0.363	0.363	1
Strn3	0.59120803706551	-0.0255514799465043	0.246	0.227	1
Rfc3	0.591545581580483	0.00709694163661889	0.21	0.196	1
Dhx9	0.591903301770259	-0.0917424590691409	0.541	0.519	1
Cmtm6	0.591993893488575	-0.0258885841998971	0.242	0.244	1
Kmt5a	0.592180845466086	0.00674007850375302	0.3	0.278	1
Abracl	0.592524486014002	-0.0438284450145292	0.801	0.776	1
Zbtb7a	0.592744919386157	-0.0747723125622297	0.418	0.416	1
Psmd8	0.593087659852094	-0.0561063660673604	0.685	0.672	1
Maml2	0.593214723177445	0.0428437054387306	0.1	0.093	1
Atox1	0.593283646256631	-0.0391226114808214	0.68	0.68	1
Eif2a	0.594205390259207	-0.0290293875966942	0.31	0.285	1
Camta1	0.594220352847741	-0.0974115231186649	0.174	0.178	1
Bloc1s6	0.59422406537065	-0.0498632944466706	0.126	0.131	1
Gm28791	0.594475858293785	0.015408782570542	0.196	0.183	1
Rbm48	0.594656362899727	-0.0736555583088601	0.153	0.156	1
Uri1	0.594918811867748	-0.0176053386441105	0.218	0.202	1
Casp2	0.59578558068672	-0.0257667705155567	0.127	0.117	1
Zfc3h1	0.595791978032828	-0.022525602417129	0.16	0.147	1
Zfp24	0.596133514743749	-0.0108223415784813	0.186	0.172	1
Asrgl1	0.596181325711971	-0.0632323948386135	0.162	0.166	1
Lrch4	0.596748479007235	-0.0428702300164099	0.24	0.244	1
Pcid2	0.597586446733845	-0.0655115950339598	0.1	0.106	1
Rab21	0.597658504605775	0.0328772979757794	0.449	0.429	1
Pex14	0.598563365784377	0.0117300396845928	0.117	0.109	1
Hmgxb3	0.59917906749534	0.0085025071022628	0.125	0.115	1
Clk2	0.599311321529332	-0.0487187512718401	0.117	0.123	1
Kctd18	0.599833875988377	0.00947037910966386	0.186	0.172	1
Mrpl16	0.60030327243782	-0.106544518555989	0.236	0.235	1
Fbxo38	0.600439902928299	-0.0586203215474408	0.128	0.134	1
Snx3	0.600664022102068	-0.0122107880609919	0.676	0.681	1
Actr2	0.600985856974708	-0.0152483870287221	0.76	0.763	1
Trim26	0.601245173980003	-0.104960884155985	0.433	0.423	1
Dcp1a	0.601360343108661	-0.00750936529223195	0.113	0.103	1
Ubap2	0.601898197156274	-0.0561223552132166	0.193	0.197	1
Mrps34	0.602121772008873	-0.00172202341603855	0.342	0.326	1
Ankfy1	0.602199272223843	0.00947594061439694	0.265	0.249	1
Nudt14	0.602543909031001	-0.0430129555709352	0.114	0.12	1
Hltf	0.602578568868793	0.0112448650834546	0.193	0.18	1
Sclt1	0.602649507873228	-0.022211212513935	0.114	0.121	1
Fmc1	0.60363332682387	-0.0393574901379907	0.223	0.203	1
Gadd45gip1	0.603658957133887	-0.0830162441849943	0.373	0.361	1
Pigm	0.604216344986792	-0.00825699344429914	0.115	0.121	1
Kbtbd2	0.604853805267067	-0.0475433159594711	0.221	0.226	1
Mrps36	0.605489574175919	-0.0224807343180226	0.404	0.371	1
Upf3b	0.6056713646019	-0.0410464660741294	0.26	0.262	1
Nfyc	0.606053375033543	-0.0371736767428735	0.204	0.21	1
Tmem11	0.606512143259264	0.0214503774673848	0.275	0.259	1
Nabp2	0.6065618695519	-0.00414244570553179	0.271	0.252	1
Psmd12	0.607124438271379	-0.00720166853564064	0.472	0.44	1
Dop1a	0.60804554815695	-0.0275041197101209	0.131	0.12	1
Pdlim1	0.608690129403176	-0.00587633906747687	0.305	0.285	1
Qrsl1	0.608690589294596	-0.0058339083300093	0.105	0.096	1
Itpk1	0.608955451694238	-0.0559124505938504	0.249	0.252	1
Hikeshi	0.609283039501746	-0.0715221440166158	0.312	0.306	1
D430042O09Rik	0.610556532318413	0.0123697227956085	0.159	0.148	1
Dck	0.610739684937056	-0.0288644341007556	0.166	0.153	1
Cox6c	0.611667707263476	-0.0355964491650611	0.909	0.877	1
Kcnab2	0.612710553318023	-0.05820481649894	0.168	0.172	1
Nudt16l1	0.612819103702588	-0.0222956836644141	0.173	0.159	1
Mtch2	0.613032204765373	-0.0292018461849066	0.43	0.402	1
Ccdc88b	0.613747516021726	-0.0402343415834626	0.203	0.186	1
Ndufs7	0.61376153806236	-0.0621646839272907	0.525	0.516	1
H2afy	0.614165826116317	0.015212377362376	0.799	0.774	1
Vrk3	0.615843605272237	-0.0797645758143555	0.238	0.24	1
Hirip3	0.61600567749147	-0.00733255135997746	0.13	0.12	1
Arl6ip1	0.61625337232725	-0.0949222147769877	0.888	0.864	1
Washc4	0.616297218172667	-0.04687480032257	0.196	0.18	1
Zcchc17	0.61684544037977	-0.00959912722401468	0.365	0.342	1
Kmt5b	0.616962560056209	-0.0416891982233363	0.261	0.265	1
Adprh	0.61732463303822	-0.0265534650160627	0.32	0.295	1
Med15	0.617771208829349	-0.0633509603367287	0.329	0.325	1
E130309D02Rik	0.617939683922968	-0.0915362829457979	0.141	0.145	1
Rnf115	0.618205299138024	-0.0189078157944882	0.319	0.293	1
Pds5b	0.618674291364262	0.016092306503343	0.174	0.162	1
Sf1	0.618930418863905	0.0387179413645409	0.56	0.519	1
Zfp407	0.620245368764827	-0.0445150847575976	0.138	0.142	1
Sart1	0.620399859225982	-0.053535830344126	0.255	0.26	1
Ppm1b	0.620557329226068	0.00578830507018147	0.282	0.263	1
Cry1	0.620705608461878	-0.0267107394703431	0.11	0.101	1
Commd6	0.620919844911297	-0.0127032734042332	0.378	0.355	1
Atpaf2	0.621081468919632	-0.0137629821421382	0.124	0.114	1
Ccnt1	0.621241703172151	0.00379101140538207	0.445	0.42	1
A930005H10Rik	0.621435370061117	-0.00446465145255254	0.142	0.132	1
Dusp10	0.621932608316493	-0.0981505623531855	0.362	0.336	1
Rxrb	0.622298464794927	-0.0361549412868564	0.188	0.174	1
Mre11a	0.622439589575409	-0.0402693357480786	0.122	0.128	1
Rbm15	0.622507160976384	-0.0109709063563697	0.253	0.232	1
Sp3os	0.622845602275874	-0.0239266630127428	0.097	0.103	1
Mdm2	0.623394090020006	-0.043044849253739	0.329	0.298	1
Ccndbp1	0.623799900027268	-0.00636328963218202	0.324	0.303	1
Ap1s2	0.624207708590386	-0.0732413620080001	0.192	0.192	1
Faah	0.624226542658297	-0.0784802086753558	0.165	0.169	1
Mir155hg	0.624612781500542	0.0660521073013284	0.224	0.213	1
Sft2d1	0.624972903281995	-0.043624331131588	0.127	0.132	1
Ube2h	0.625874386186613	-0.0937827925885135	0.423	0.415	1
Pan3	0.626324761209274	0.0296259186487555	0.391	0.371	1
Stk26	0.626529279941766	-0.101265900127901	0.233	0.233	1
Rbx1	0.626590791183474	-0.0199232461716057	0.788	0.782	1
Phtf1	0.627255236935535	-0.0476939408272323	0.13	0.12	1
Gramd1b	0.627333105490486	-0.0642738656004021	0.146	0.151	1
D8Ertd738e	0.628744349174675	-0.0531631214891708	0.823	0.82	1
Shoc2	0.629685231590312	-0.0311961528362472	0.24	0.222	1
Slc20a1	0.630463529390917	-0.0279347161070955	0.371	0.369	1
Zfp472	0.63050055867857	-0.0275141657955678	0.113	0.104	1
Abhd17b	0.631342463820502	-0.0294886026538281	0.215	0.2	1
Sfswap	0.631441626495607	-0.0254034645320865	0.282	0.259	1
Cops2	0.632463689963034	-0.00192933119913774	0.338	0.319	1
Cnot3	0.634103571854192	-0.0443193445538329	0.233	0.235	1
Ehmt1	0.634286645363891	-0.0433183189784921	0.149	0.137	1
Stx16	0.634521795275133	-0.0708643172893477	0.285	0.281	1
Mllt6	0.635428265009023	-0.0022106748363615	0.191	0.2	1
Wbp4	0.636020863910462	-0.007426357372044	0.373	0.369	1
Mplkip	0.636205130709277	-0.0498860579196829	0.258	0.263	1
X5830428M24Rik	0.636240673876557	-0.0446462492473877	0.115	0.12	1
Supt16	0.636336051284285	-0.0203180941623879	0.385	0.358	1
Fzr1	0.636667632252577	-0.0207571284146144	0.144	0.134	1
Bub3	0.636737660830363	-0.041411658476842	0.495	0.484	1
Dennd1c	0.637265780241433	-0.0798550710399655	0.318	0.309	1
Ndufv2	0.637720528445931	-0.0398057603135968	0.52	0.517	1
Zdhhc5	0.638089527555474	0.00393205725148105	0.151	0.14	1
Parp12	0.638974781935479	-0.0396063324429791	0.143	0.148	1
Naa10	0.639092942791434	-0.102626778878788	0.335	0.33	1
Rbbp7	0.639287650803742	-0.00383915529807477	0.482	0.44	1
Wdr95	0.639536175221688	-0.0287214432820028	0.145	0.134	1
Ddx42	0.639792714809579	-0.0291053809839922	0.346	0.347	1
Ubqln1	0.641055208916062	-0.0607098518597075	0.221	0.222	1
Acbd5	0.643064381795346	-0.0333176928850274	0.25	0.233	1
Sun2	0.643073783923327	-0.0191217113505251	0.372	0.349	1
Arpp19	0.643374722153559	-0.0559209616085785	0.743	0.738	1
Nsa2	0.643387290816921	-0.0177377079163779	0.799	0.763	1
Tubgcp4	0.643719299676996	-0.0467134422440296	0.164	0.15	1
Chd6	0.643773702483893	-0.0670314758449453	0.237	0.219	1
Cpne3	0.644696984981608	-0.0443665341247342	0.179	0.185	1
Zfp322a	0.645451094236264	-0.0730592478424532	0.111	0.115	1
Unc13d	0.646042129243409	-0.0203400557779146	0.198	0.183	1
Samd4b	0.646166256351664	-0.0116068790241838	0.21	0.194	1
Mkln1	0.646238576405587	-0.0332815036163234	0.463	0.427	1
Zcchc7	0.64705654061348	-0.0703374353235902	0.409	0.399	1
Bcl10	0.648122582448697	-0.0449589391174239	0.553	0.506	1
Ppp1r11	0.648537043746172	-0.023340694120205	0.539	0.506	1
Ube2t	0.649096679880022	-0.0119078644751408	0.149	0.137	1
Dapk3	0.649258849637617	-0.0181616845750856	0.25	0.233	1
Gnl3l	0.649522365653398	-0.00300320979329216	0.14	0.129	1
Cebpg	0.649598719302396	-0.000476983353178473	0.272	0.256	1
Nfatc2ip	0.64989724947517	-0.0891679335898351	0.119	0.121	1
Chmp6	0.650207182287656	-0.00848386471312645	0.131	0.137	1
Rin3	0.650294572931054	-0.0293714016726654	0.21	0.216	1
Ccnd2	0.650715507177544	-0.0395320021048118	0.715	0.692	1
Cabin1	0.650748589884141	-0.0369222818424609	0.395	0.36	1
Pramef8	0.651576460566319	-0.0174193683555948	0.109	0.101	1
Haus2	0.652081349141554	0.000386324088719692	0.15	0.139	1
Surf2	0.653056961298746	-0.0138848371040236	0.16	0.15	1
Siah1a	0.653265318011859	-0.0163376254053368	0.111	0.103	1
Atf1	0.654229918712841	-0.0367443586664005	0.384	0.382	1
Tars2	0.654810126817331	-0.0343327919706749	0.1	0.091	1
Mtrex	0.654930524728488	0.00841001512543044	0.205	0.194	1
Rab18	0.655329489999297	-0.0123347775443869	0.388	0.364	1
Lonp2	0.655798498938479	-0.0451250146569323	0.244	0.249	1
Eif1ad	0.655879276084927	-0.0564841281941938	0.316	0.312	1
Cnot2	0.656141374085542	-0.0670242010895256	0.309	0.308	1
Anxa1	0.656232381151327	-0.00116404766173017	0.182	0.17	1
Rlim	0.657033714743967	-0.0546884589502721	0.466	0.446	1
Nosip	0.657382250924517	-0.116098419168431	0.326	0.317	1
Gnpda1	0.657473790076199	-0.0600264230330285	0.148	0.151	1
Mnt	0.657695808249483	-0.00840736486737886	0.138	0.128	1
U2af1l4	0.657863608450437	-0.046946892180789	0.219	0.202	1
Smim8	0.658406558086273	-0.0238689105787875	0.185	0.191	1
Cmtr1	0.659729773342881	-0.0685322315819646	0.25	0.252	1
Tnks	0.659879222848622	-0.0793195299763185	0.122	0.126	1
Get4	0.660313924235445	0.00756064212080526	0.173	0.162	1
Clp1	0.660618676691911	-0.0867434210889175	0.216	0.215	1
Zcchc9	0.661138939490499	0.000946157273423065	0.263	0.249	1
Ccser2	0.661659443848677	-0.0708262209635843	0.172	0.175	1
Prr14	0.662234737007048	-0.0822247220753741	0.248	0.246	1
Sap130	0.663115641008867	-0.0219909547948755	0.15	0.14	1
Mxi1	0.66330144976517	-0.0487096522889108	0.379	0.347	1
Aga	0.663479952900893	0.00150080929540108	0.148	0.139	1
Taok1	0.66369957627081	-0.0343522982531687	0.29	0.271	1
Wwp1	0.663881196850965	-0.0115772747063001	0.105	0.11	1
Cdk2ap2	0.664825711165752	0.0114044969568674	0.741	0.741	1
Pdcl	0.665206601234732	-0.0268294047970132	0.144	0.132	1
Nup54	0.665215117168056	-0.0209865485462052	0.195	0.181	1
Ccr1	0.665521068427453	-0.111099286535939	0.11	0.114	1
Runx3	0.665621999528025	0.0141842712092388	0.776	0.798	1
Dhrs7b	0.665876915231234	-0.0192401652033388	0.109	0.101	1
Med10	0.666326131128737	-0.0380385341456633	0.628	0.621	1
Ip6k1	0.666657484809539	-0.0190376060164366	0.282	0.265	1
Wwp2	0.666948829382414	-0.0552838445042629	0.199	0.181	1
Cd38	0.667211399580766	-0.0330542856447984	0.129	0.118	1
Cc2d1b	0.667279465271672	-0.010179839723828	0.137	0.129	1
Rabgef1	0.667388293250149	-0.0542497608667833	0.188	0.191	1
Sugp1	0.668089580303961	-0.0014364639170677	0.148	0.139	1
Kri1	0.668392410519629	-0.0509415289451666	0.163	0.15	1
Hcfc1r1	0.668648261888717	-0.0558348258757019	0.343	0.319	1
Bbip1	0.669388120259585	-0.0669930279288807	0.389	0.383	1
Mospd3	0.669389779749127	-0.0118655725266547	0.146	0.136	1
Copg2	0.66991698702442	0.0101858980416341	0.107	0.099	1
Nr2c2ap	0.670127542222021	-0.0102979122262917	0.206	0.192	1
Maf1	0.670391523055327	-0.0671778874309841	0.336	0.33	1
Eed	0.670569922347	-0.0453131123654115	0.315	0.292	1
Zrsr2	0.670573464317082	-0.0253553549453824	0.417	0.382	1
Rab37	0.671262896104238	-0.0249079616593704	0.202	0.208	1
Skap1	0.671929801923704	-0.0289220088496651	0.814	0.789	1
Erlec1	0.672231512050081	-0.0198266080430063	0.25	0.232	1
Ddx3y	0.672811413682535	0.0117951887981471	0.486	0.468	1
Ccne1	0.673532821234595	-0.0342868057764197	0.099	0.104	1
Zfp91	0.673593358308956	-0.0316376501191993	0.517	0.479	1
Fam168a	0.673763161797017	-0.0411331609989903	0.121	0.126	1
Pds5a	0.673975572585518	-0.0196661455866642	0.346	0.32	1
Spop	0.674056430046171	-0.0942474119860183	0.291	0.289	1
Cant1	0.67459558061836	-0.0134864232560658	0.146	0.136	1
Rbm10	0.674963198060345	-0.0163957798556319	0.168	0.156	1
Ntan1	0.674983378552115	-0.0404865412698538	0.504	0.486	1
Tigd2	0.67501258744853	-0.0611325279184574	0.29	0.287	1
Chd9	0.675603536258286	0.00477643238705472	0.145	0.137	1
Tuba1b	0.675718982879269	-0.0593688922278015	0.388	0.369	1
Ndrg3	0.675898813103338	0.012853977381936	0.126	0.118	1
X4732440D04Rik	0.676762347487852	-0.0983369245512245	0.139	0.14	1
